lead_id,source,status,value,created_date,last_contact
LEAD00813,Email,Closed Lost,5400.0,2025-08-07,2025-08-08
LEAD00814,Email,Closed Won,3500.0,2025-06-28,2025-07-07
LEAD00815,Referral,Qualified,4800.0,2025-07-17,2025-08-09
LEAD00816,Social,Qualified,6600.0,2025-06-23,2025-07-04
LEAD00817,Event,Closed Won,1200.0,2025-07-28,2025-07-30
LEAD00818,Social,New,9100.0,2025-08-02,2025-08-15
LEAD00819,Web,New,5000.0,2025-08-09,2025-08-21
LEAD00820,Referral,Contacted,6800.0,2025-06-14,2025-07-08
LEAD00821,Social,Contacted,4600.0,2025-07-31,2025-08-13
LEAD00822,Email,Qualified,5200.0,2025-08-11,2025-09-01
LEAD00823,Web,Closed Lost,20900.0,2025-07-05,2025-07-25
LEAD00824,Web,Qualified,3800.0,2025-08-21,2025-08-26
LEAD00825,Email,New,4000.0,2025-08-11,2025-08-11
LEAD00826,Event,Negotiation,6900.0,2025-08-07,2025-09-05
LEAD00827,Social,New,1800.0,2025-08-10,2025-08-28
LEAD00828,Social,Negotiation,4100.0,2025-08-07,2025-08-31
LEAD00829,Web,Contacted,7500.0,2025-08-05,2025-08-25
LEAD00830,Social,Closed Lost,3700.0,2025-06-30,2025-07-17
LEAD00831,Event,Closed Lost,1300.0,2025-08-21,2025-08-26
LEAD00832,Social,Closed Won,4300.0,2025-08-19,2025-09-17
LEAD00833,Event,Closed Lost,8800.0,2025-08-25,2025-09-20
LEAD00834,Event,New,1600.0,2025-08-08,2025-08-20
LEAD00835,Email,Negotiation,2200.0,2025-08-03,2025-08-21
LEAD00836,Social,New,7500.0,2025-08-23,2025-08-27
LEAD00837,Referral,Negotiation,1000.0,2025-07-23,2025-08-04
LEAD00838,Web,New,9000.0,2025-08-12,2025-08-31
LEAD00839,Email,Negotiation,7200.0,2025-07-18,2025-08-09
LEAD00840,Social,Closed Won,7900.0,2025-07-27,2025-07-31
LEAD00841,Email,Negotiation,4800.0,2025-06-02,2025-06-29
LEAD00842,Email,Contacted,3100.0,2025-07-31,2025-08-08
LEAD00843,Social,Closed Lost,5500.0,2025-06-18,2025-06-25
LEAD00844,Web,Closed Lost,7300.0,2025-07-17,2025-07-17
LEAD00845,Referral,Closed Won,22400.0,2025-07-04,2025-07-28
LEAD00846,Social,Negotiation,11400.0,2025-08-13,2025-08-15
LEAD00847,Event,Closed Won,2800.0,2025-06-03,2025-06-05
LEAD00848,Social,Closed Lost,3600.0,2025-08-05,2025-08-06
LEAD00849,Event,Qualified,8400.0,2025-07-29,2025-08-16
LEAD00850,Event,Contacted,1000.0,2025-07-07,2025-07-21
LEAD00851,Web,Closed Lost,2000.0,2025-07-07,2025-07-09
LEAD00852,Referral,Negotiation,7100.0,2025-07-31,2025-08-15
LEAD00853,Web,Qualified,1900.0,2025-07-11,2025-07-24
LEAD00854,Event,Qualified,2500.0,2025-08-26,2025-09-07
LEAD00855,Web,Negotiation,16700.0,2025-06-21,2025-07-09
LEAD00856,Social,Negotiation,10600.0,2025-07-26,2025-08-04
LEAD00857,Email,Closed Lost,1800.0,2025-07-20,2025-08-15
LEAD00858,Web,New,2300.0,2025-07-07,2025-07-31
LEAD00859,Social,Closed Won,3700.0,2025-07-27,2025-08-12
LEAD00860,Referral,Negotiation,4000.0,2025-07-18,2025-08-12
LEAD00861,Referral,Qualified,4500.0,2025-07-15,2025-07-30
LEAD00862,Web,Closed Lost,13400.0,2025-06-24,2025-07-20
LEAD00863,Email,Closed Won,1800.0,2025-07-13,2025-07-28
LEAD00864,Referral,Contacted,15400.0,2025-08-10,2025-08-21
LEAD00865,Email,New,11800.0,2025-06-24,2025-07-11
LEAD00866,Social,New,3000.0,2025-06-10,2025-06-15
LEAD00867,Referral,Closed Lost,2500.0,2025-08-02,2025-08-22
LEAD00868,Social,Negotiation,2100.0,2025-07-13,2025-08-07
LEAD00869,Email,New,4300.0,2025-08-10,2025-09-05
LEAD00870,Social,Qualified,12700.0,2025-08-27,2025-08-30
LEAD00871,Web,Qualified,1100.0,2025-08-15,2025-09-09
LEAD00872,Event,Closed Won,9400.0,2025-07-24,2025-08-12
LEAD00873,Referral,Contacted,4300.0,2025-08-08,2025-08-31
LEAD00874,Social,Closed Won,2200.0,2025-08-17,2025-09-09
LEAD00875,Web,Closed Won,8300.0,2025-08-22,2025-09-08
LEAD00876,Referral,Closed Lost,8200.0,2025-08-09,2025-09-02
LEAD00877,Event,New,4200.0,2025-08-22,2025-09-02
LEAD00878,Social,Contacted,1500.0,2025-06-08,2025-07-03
LEAD00879,Referral,Negotiation,3100.0,2025-06-25,2025-07-23
LEAD00880,Email,Qualified,1500.0,2025-08-27,2025-09-22
LEAD00881,Email,New,8700.0,2025-08-28,2025-09-20
LEAD00882,Referral,Closed Won,1300.0,2025-07-10,2025-07-24
LEAD00883,Social,New,4400.0,2025-07-26,2025-08-14
LEAD00884,Referral,Closed Won,1700.0,2025-08-25,2025-09-05
LEAD00885,Referral,Qualified,1200.0,2025-07-20,2025-08-06
LEAD00886,Web,Closed Lost,5500.0,2025-07-29,2025-08-16
LEAD00887,Web,Closed Lost,7000.0,2025-07-18,2025-07-18
LEAD00888,Referral,Negotiation,4100.0,2025-07-10,2025-07-19
LEAD00889,Social,New,14900.0,2025-08-07,2025-08-10
LEAD00890,Social,Qualified,1400.0,2025-07-23,2025-08-15
LEAD00891,Social,New,5400.0,2025-08-21,2025-09-12
LEAD00892,Social,Closed Won,14200.0,2025-08-20,2025-09-01
LEAD00893,Social,Contacted,15300.0,2025-07-23,2025-08-03
LEAD00894,Social,Closed Won,1500.0,2025-07-10,2025-08-04
LEAD00895,Social,Closed Won,16900.0,2025-06-22,2025-07-17
LEAD00896,Event,Closed Won,4000.0,2025-07-02,2025-07-08
LEAD00897,Referral,Negotiation,2400.0,2025-07-01,2025-07-09
LEAD00898,Email,Qualified,3000.0,2025-08-20,2025-09-05
LEAD00899,Social,Closed Lost,8800.0,2025-08-25,2025-09-02
LEAD00900,Web,Closed Lost,2300.0,2025-08-21,2025-08-23
LEAD00901,Social,Qualified,2400.0,2025-06-28,2025-07-17
LEAD00902,Referral,Contacted,5100.0,2025-08-28,2025-09-07
LEAD00903,Event,Closed Won,1800.0,2025-08-12,2025-08-21
LEAD00904,Social,Closed Won,4400.0,2025-07-14,2025-07-27
LEAD00905,Referral,Closed Lost,7800.0,2025-07-22,2025-08-07
LEAD00906,Web,New,4400.0,2025-08-28,2025-09-10
LEAD00907,Email,Closed Won,3400.0,2025-07-08,2025-07-10
LEAD00908,Email,Negotiation,1100.0,2025-06-08,2025-06-23
LEAD00909,Email,Contacted,1700.0,2025-08-12,2025-08-28
LEAD00910,Referral,Negotiation,3900.0,2025-07-09,2025-08-04
LEAD00911,Social,Closed Won,2400.0,2025-05-31,2025-06-04
LEAD00912,Social,New,10900.0,2025-08-17,2025-08-26
LEAD00913,Social,Closed Won,3100.0,2025-07-12,2025-07-16
LEAD00914,Web,New,1300.0,2025-08-18,2025-08-28
LEAD00915,Email,Qualified,15400.0,2025-06-05,2025-06-14
LEAD00916,Referral,Closed Lost,1100.0,2025-07-07,2025-07-19
LEAD00917,Referral,New,6000.0,2025-08-18,2025-08-26
LEAD00918,Web,Closed Won,8600.0,2025-06-19,2025-07-15
LEAD00919,Social,Closed Lost,3800.0,2025-07-21,2025-08-19
LEAD00920,Social,Contacted,3200.0,2025-07-30,2025-08-24
LEAD00921,Web,Contacted,1200.0,2025-08-17,2025-08-17
LEAD00922,Email,Closed Won,15000.0,2025-06-06,2025-06-28
LEAD00923,Web,Qualified,6700.0,2025-06-05,2025-06-20
LEAD00924,Email,Contacted,2600.0,2025-07-06,2025-07-21
LEAD00925,Social,New,4600.0,2025-08-23,2025-09-13
LEAD00926,Web,Closed Won,9700.0,2025-07-24,2025-08-06
LEAD00927,Email,Closed Lost,8100.0,2025-07-02,2025-07-07
LEAD00928,Referral,Contacted,7300.0,2025-08-20,2025-09-14
LEAD00929,Social,Negotiation,6600.0,2025-07-20,2025-07-30
LEAD00930,Referral,Closed Won,1400.0,2025-06-03,2025-06-12
LEAD00931,Social,Negotiation,2600.0,2025-07-11,2025-07-26
LEAD00932,Web,Negotiation,3100.0,2025-08-22,2025-09-11
LEAD00933,Referral,Contacted,5600.0,2025-07-16,2025-08-07
LEAD00934,Social,Contacted,1300.0,2025-06-02,2025-06-18
LEAD00935,Web,Closed Won,1900.0,2025-07-16,2025-07-22
LEAD00936,Email,Closed Won,4300.0,2025-07-10,2025-07-26
LEAD00937,Email,Contacted,1300.0,2025-08-02,2025-08-10
LEAD00938,Social,Closed Lost,4100.0,2025-08-17,2025-09-07
LEAD00939,Email,Negotiation,5400.0,2025-08-21,2025-09-13
LEAD00940,Social,Closed Won,12000.0,2025-07-28,2025-08-11
LEAD00941,Referral,Negotiation,1500.0,2025-08-15,2025-09-08
LEAD00942,Web,Qualified,6200.0,2025-08-22,2025-08-28
LEAD00943,Email,Contacted,3700.0,2025-08-04,2025-08-12
LEAD00944,Web,New,2300.0,2025-06-11,2025-07-10
LEAD00945,Social,Closed Lost,2500.0,2025-08-20,2025-08-22
LEAD00946,Web,Closed Lost,1100.0,2025-07-26,2025-08-12
LEAD00947,Web,Closed Lost,2700.0,2025-07-27,2025-08-08
LEAD00948,Email,Negotiation,2500.0,2025-08-16,2025-08-25
LEAD00949,Social,Closed Won,3400.0,2025-06-12,2025-06-25
LEAD00950,Event,Negotiation,1200.0,2025-07-15,2025-08-06
LEAD00951,Email,Negotiation,1200.0,2025-07-18,2025-08-14
LEAD00952,Referral,Negotiation,1400.0,2025-07-04,2025-07-17
LEAD00953,Social,Contacted,3600.0,2025-07-30,2025-08-21
LEAD00954,Social,Negotiation,5900.0,2025-06-19,2025-07-10
LEAD00955,Referral,Contacted,3000.0,2025-07-25,2025-07-30
LEAD00956,Email,Contacted,2900.0,2025-07-11,2025-07-15
LEAD00957,Referral,Contacted,2500.0,2025-08-25,2025-09-17
LEAD00958,Email,Contacted,7000.0,2025-07-05,2025-07-26
LEAD00959,Referral,Closed Won,2300.0,2025-06-15,2025-07-09
LEAD00960,Social,Closed Won,13800.0,2025-06-06,2025-06-25
LEAD00961,Email,Qualified,10800.0,2025-07-25,2025-08-11
LEAD00962,Social,Negotiation,12900.0,2025-06-04,2025-07-03
LEAD00963,Event,Contacted,1900.0,2025-08-14,2025-08-20
LEAD00964,Email,Negotiation,11900.0,2025-06-15,2025-06-16
LEAD00965,Referral,Negotiation,2600.0,2025-08-09,2025-08-26
LEAD00966,Event,New,1100.0,2025-08-05,2025-08-24
LEAD00967,Event,Qualified,5600.0,2025-08-06,2025-08-29
LEAD00968,Email,Negotiation,11000.0,2025-06-10,2025-06-24
LEAD00969,Event,Contacted,7700.0,2025-08-11,2025-09-03
LEAD00970,Social,Closed Won,2700.0,2025-06-19,2025-06-25
LEAD00971,Referral,Negotiation,2300.0,2025-06-03,2025-06-06
LEAD00972,Web,Contacted,1800.0,2025-06-02,2025-06-27
LEAD00973,Email,Negotiation,6300.0,2025-07-26,2025-07-27
LEAD00974,Email,Contacted,1300.0,2025-07-28,2025-08-24
LEAD00975,Social,Closed Won,7900.0,2025-07-14,2025-07-23
LEAD00976,Email,Negotiation,1800.0,2025-08-23,2025-09-05
LEAD00977,Referral,Closed Won,4200.0,2025-07-02,2025-07-08
LEAD00978,Email,Negotiation,17600.0,2025-07-07,2025-07-16
LEAD00979,Social,Closed Won,8800.0,2025-08-03,2025-08-24
LEAD00980,Referral,Negotiation,2800.0,2025-07-26,2025-08-19
LEAD00981,Event,Contacted,12100.0,2025-06-18,2025-06-19
LEAD00982,Social,Negotiation,4500.0,2025-06-13,2025-07-02
LEAD00983,Email,Contacted,1900.0,2025-08-26,2025-09-12
LEAD00984,Referral,Negotiation,10300.0,2025-08-27,2025-09-19
LEAD00985,Referral,Closed Won,5500.0,2025-08-06,2025-08-10
LEAD00986,Email,Closed Won,10600.0,2025-08-21,2025-08-30
LEAD00987,Web,Qualified,2700.0,2025-08-02,2025-08-16
LEAD00988,Social,Contacted,3400.0,2025-08-21,2025-09-17
LEAD00989,Social,Negotiation,4400.0,2025-07-26,2025-08-23
LEAD00990,Social,New,9200.0,2025-07-23,2025-08-16
LEAD00991,Social,New,5900.0,2025-08-27,2025-09-07
LEAD00992,Referral,New,4200.0,2025-08-02,2025-08-29
LEAD00993,Event,Contacted,1200.0,2025-07-31,2025-08-11
LEAD00994,Referral,Qualified,1100.0,2025-07-30,2025-08-09
LEAD00995,Social,Qualified,5200.0,2025-06-10,2025-07-04
LEAD00996,Referral,Closed Lost,3200.0,2025-08-02,2025-08-08
LEAD00997,Event,Closed Lost,2000.0,2025-06-03,2025-06-13
LEAD00998,Social,Closed Lost,2200.0,2025-05-31,2025-06-06
LEAD00999,Social,Closed Lost,10600.0,2025-06-29,2025-07-08
